sample_id	sex	title	empo_1	empo_2	empo_3	host_age	latitude	taxon_id	age_units	elevation	env_biome	longitude	antibiotic	cfu_counts	host_taxid	description	env_feature	env_package	sample_type	env_material	geo_loc_name	dna_extracted	host_body_site	anonymized_name	host_life_stage	host_subject_id	scientific_name	host_common_name	day_of_experiment	host_body_habitat	host_body_product	average_cfu_counts	date_of_experiment	host_subject_id_02	phase_of_experiment	collection_timestamp	host_scientific_name	level_of_colonisation	route_abx_administration	timeline_sample_pcoa_time	physical_specimen_location	day_of_experiment_numerical	group_level_of_colonisation	physical_specimen_remaining	qiita_study_id
13132.DMG1905864		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	20300000000	10090	9_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	9_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p1	UBERON:feces	UBERON:feces	34380555556	10_09	Mouse_A	colonised		Mus musculus	high	SC	8	MDUPHL_DAMG	8	high	FALSE	13132
13132.DMG1905867		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	32000000	10090	9_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	9_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p1	UBERON:feces	UBERON:feces	55038444444	10_09	Mouse_B	colonised		Mus musculus	intermediate	SC	8	MDUPHL_DAMG	8	high	FALSE	13132
13132.DMG1906037		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	3100000	10090	18_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	18_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p10	UBERON:feces	UBERON:feces	6255555.556	10_18	Mouse_A	colonised		Mus musculus	intermediate	SC	17	MDUPHL_DAMG	17	intermediate	FALSE	13132
13132.DMG1905860		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	8_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_E	wean off		Mus musculus	0	OG	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1906032		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	1260000	10090	17_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	17_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p9	UBERON:feces	UBERON:feces	3070000	10_17	Mouse_E	colonised		Mus musculus	intermediate	OG	16	MDUPHL_DAMG	16	intermediate	FALSE	13132
13132.DMG1905890		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	10_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	10_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	p2	UBERON:feces	UBERON:feces	73333.33333	10_10	Mouse_C	carrier		Mus musculus	undetectable	OG	9	MDUPHL_DAMG	9	intermediate	FALSE	13132
13132.DMG1906025		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	17_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	17_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	p9	UBERON:feces	UBERON:feces	0	10_17	Mouse_C	carrier		Mus musculus	undetectable	OG	16	MDUPHL_DAMG	16	undetectable	FALSE	13132
13132.DMG1905888		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	10_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	10_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	p2	UBERON:feces	UBERON:feces	73333.33333	10_10	Mouse_C	carrier		Mus musculus	undetectable	OG	9	MDUPHL_DAMG	9	intermediate	FALSE	13132
13132.DMG1905928		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	12_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	12_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	p4	UBERON:feces	UBERON:feces	0	10_12	Mouse_C	carrier		Mus musculus	undetectable	OG	11	MDUPHL_DAMG	11	undetectable	FALSE	13132
13132.DMG1905857		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	8_10 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 D3	adult	Mouse_D3	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_D	wean off		Mus musculus	0	SC	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1905901		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	1.15E+12	10090	11_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	11_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p3	UBERON:feces	UBERON:feces	9.61E+11	10_11	Mouse_A	colonised		Mus musculus	high	SC	10	MDUPHL_DAMG	10	high	FALSE	13132
13132.DMG1906021		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	600	10090	17_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	17_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p9	UBERON:feces	UBERON:feces	700	10_17	Mouse_B	colonised		Mus musculus	low	SC	16	MDUPHL_DAMG	16	low	FALSE	13132
13132.DMG1905877		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	14250000000	10090	9_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	9_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p1	UBERON:feces	UBERON:feces	7224777778	10_09	Mouse_E	colonised		Mus musculus	high	OG	8	MDUPHL_DAMG	8	high	FALSE	13132
13132.DMG1906015		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	16_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	16_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p8	UBERON:feces	UBERON:feces	0	10_16	Mouse_F	control		Mus musculus	none	Not applicable	15	MDUPHL_DAMG	15	none	FALSE	13132
13132.DMG1905855		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	8_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_D	wean off		Mus musculus	0	SC	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1906056		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	435000	10090	19_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	19_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p11	UBERON:feces	UBERON:feces	2335000	10_19	Mouse_A	colonised		Mus musculus	intermediate	SC	18	MDUPHL_DAMG	18	intermediate	FALSE	13132
13132.DMG1905870		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	9_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	9_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	p1	UBERON:feces	UBERON:feces	0	10_09	Mouse_C	carrier		Mus musculus	undetectable	OG	8	MDUPHL_DAMG	8	undetectable	FALSE	13132
13132.DMG1906059		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	19_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	19_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p11	UBERON:feces	UBERON:feces	0	10_19	Mouse_B	carrier		Mus musculus	undetectable	SC	18	MDUPHL_DAMG	18	undetectable	FALSE	13132
13132.DMG1905859		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	8_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_E	wean off		Mus musculus	0	OG	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1906078		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	34500	10090	20_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	20_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p12	UBERON:feces	UBERON:feces	4444166.667	10_20	Mouse_A	colonised		Mus musculus	intermediate	SC	19	MDUPHL_DAMG	19	intermediate	FALSE	13132
13132.DMG1906013		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	16_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	16_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	p8	UBERON:feces	UBERON:feces	0	10_16	Mouse_F	control		Mus musculus	none	Not applicable	15	MDUPHL_DAMG	15	none	FALSE	13132
13132.DMG1905892		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	20633333333	10090	10_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	10_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	p2	UBERON:feces	UBERON:feces	26894444444	10_10	Mouse_D	colonised		Mus musculus	high	SC	9	MDUPHL_DAMG	9	high	FALSE	13132
13132.DMG1905927		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	12_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	12_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	p4	UBERON:feces	UBERON:feces	0	10_12	Mouse_C	carrier		Mus musculus	undetectable	OG	11	MDUPHL_DAMG	11	undetectable	FALSE	13132
13132.DMG1905925		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	19433333.33	10090	12_10 B5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	12_10 B5	adult	Mouse_B5	mouse gut metagenome	mouse	p4	UBERON:feces	UBERON:feces	9577777.778	10_12	Mouse_B	colonised		Mus musculus	intermediate	SC	11	MDUPHL_DAMG	11	intermediate	FALSE	13132
13132.DMG1905898		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	10_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	10_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p2	UBERON:feces	UBERON:feces	0	10_10	Mouse_F	control		Mus musculus	none	Not applicable	9	MDUPHL_DAMG	9	none	FALSE	13132
13132.DMG1905850		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	8_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_B	wean off		Mus musculus	0	SC	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1905882		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	1.69E+12	10090	10_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	10_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p2	UBERON:feces	UBERON:feces	6.95E+11	10_10	Mouse_A	colonised		Mus musculus	high	SC	9	MDUPHL_DAMG	9	high	FALSE	13132
13132.DMG1906022		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	200	10090	17_10 B4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	17_10 B4	adult	Mouse_B4	mouse gut metagenome	mouse	p9	UBERON:feces	UBERON:feces	700	10_17	Mouse_B	colonised		Mus musculus	low	SC	16	MDUPHL_DAMG	16	low	FALSE	13132
13132.DMG1905905		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	73433333333	10090	11_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	11_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p3	UBERON:feces	UBERON:feces	25354805556	10_11	Mouse_B	colonised		Mus musculus	high	SC	10	MDUPHL_DAMG	10	high	FALSE	13132
13132.DMG1906017		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	9300000	10090	17_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	17_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p9	UBERON:feces	UBERON:feces	105044444.4	10_17	Mouse_A	colonised		Mus musculus	intermediate	SC	16	MDUPHL_DAMG	16	intermediate	FALSE	13132
13132.DMG1906055		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	18_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	18_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p10	UBERON:feces	UBERON:feces	0	10_18	Mouse_F	control		Mus musculus	none	Not applicable	17	MDUPHL_DAMG	17	none	FALSE	13132
13132.DMG1905854		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	8_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_C	wean off		Mus musculus	0	OG	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1905852		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	8_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_C	wean off		Mus musculus	0	OG	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1905851		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	8_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_B	wean off		Mus musculus	0	SC	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1906051		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	200000	10090	18_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	18_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p10	UBERON:feces	UBERON:feces	185000	10_18	Mouse_E	colonised		Mus musculus	intermediate	OG	17	MDUPHL_DAMG	17	intermediate	FALSE	13132
13132.DMG1906030		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	200000	10090	17_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	17_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	p9	UBERON:feces	UBERON:feces	3070000	10_17	Mouse_E	colonised		Mus musculus	intermediate	OG	16	MDUPHL_DAMG	16	intermediate	FALSE	13132
13132.DMG1905926		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	12_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	12_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	p4	UBERON:feces	UBERON:feces	0	10_12	Mouse_C	carrier		Mus musculus	undetectable	OG	11	MDUPHL_DAMG	11	undetectable	FALSE	13132
13132.DMG1906026		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	17_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	17_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	p9	UBERON:feces	UBERON:feces	0	10_17	Mouse_C	carrier		Mus musculus	undetectable	OG	16	MDUPHL_DAMG	16	undetectable	FALSE	13132
13132.DMG1906000		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	600	10090	16_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	16_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p8	UBERON:feces	UBERON:feces	9680	10_16	Mouse_B	colonised		Mus musculus	low	SC	15	MDUPHL_DAMG	15	intermediate	FALSE	13132
13132.DMG1906016		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	225333333.3	10090	17_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	17_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p9	UBERON:feces	UBERON:feces	105044444.4	10_17	Mouse_A	colonised		Mus musculus	intermediate	SC	16	MDUPHL_DAMG	16	intermediate	FALSE	13132
13132.DMG1905996		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	269666666.7	10090	16_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	16_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p8	UBERON:feces	UBERON:feces	799444444.4	10_16	Mouse_A	colonised		Mus musculus	intermediate	SC	15	MDUPHL_DAMG	15	intermediate	FALSE	13132
13132.DMG1905853		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	8_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_C	wean off		Mus musculus	0	OG	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1906071		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	11200	10090	19_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	19_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p11	UBERON:feces	UBERON:feces	15800	10_19	Mouse_E	colonised		Mus musculus	intermediate	OG	18	MDUPHL_DAMG	18	intermediate	FALSE	13132
13132.DMG1905902		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	1.03E+12	10090	11_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	11_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p3	UBERON:feces	UBERON:feces	9.61E+11	10_11	Mouse_A	colonised		Mus musculus	high	SC	10	MDUPHL_DAMG	10	high	FALSE	13132
13132.DMG1906003		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	1600	10090	16_10 B5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	16_10 B5	adult	Mouse_B5	mouse gut metagenome	mouse	p8	UBERON:feces	UBERON:feces	9680	10_16	Mouse_B	colonised		Mus musculus	intermediate	SC	15	MDUPHL_DAMG	15	intermediate	FALSE	13132
13132.DMG1905916		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	11_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	11_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p3	UBERON:feces	UBERON:feces	0	10_11	Mouse_F	control		Mus musculus	none	Not applicable	10	MDUPHL_DAMG	10	none	FALSE	13132
13132.DMG1906065		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	19_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	19_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	p11	UBERON:feces	UBERON:feces	0	10_19	Mouse_C	carrier		Mus musculus	undetectable	OG	18	MDUPHL_DAMG	18	undetectable	FALSE	13132
13132.DMG1906054		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	18_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	18_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p10	UBERON:feces	UBERON:feces	0	10_18	Mouse_F	control		Mus musculus	none	Not applicable	17	MDUPHL_DAMG	17	none	FALSE	13132
13132.DMG1906034		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	17_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	17_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p9	UBERON:feces	UBERON:feces	0	10_17	Mouse_F	control		Mus musculus	none	Not applicable	16	MDUPHL_DAMG	16	none	FALSE	13132
13132.DMG1906083		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	20_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	20_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p12	UBERON:feces	UBERON:feces	40	10_20	Mouse_B	carrier		Mus musculus	undetectable	SC	19	MDUPHL_DAMG	19	low	FALSE	13132
13132.DMG1906060		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	19_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	19_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p11	UBERON:feces	UBERON:feces	0	10_19	Mouse_B	carrier		Mus musculus	undetectable	SC	18	MDUPHL_DAMG	18	undetectable	FALSE	13132
13132.DMG1905856		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	8_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_D	wean off		Mus musculus	0	SC	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1905917		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	11_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	11_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p3	UBERON:feces	UBERON:feces	0	10_11	Mouse_F	control		Mus musculus	none	Not applicable	10	MDUPHL_DAMG	10	none	FALSE	13132
13132.DMG1906074		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	21000	10090	19_10 E5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	19_10 E5	adult	Mouse_E5	mouse gut metagenome	mouse	p11	UBERON:feces	UBERON:feces	15800	10_19	Mouse_E	colonised		Mus musculus	intermediate	OG	18	MDUPHL_DAMG	18	intermediate	FALSE	13132
13132.DMG1905923		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	12_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	12_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p4	UBERON:feces	UBERON:feces	9577777.778	10_12	Mouse_B	colonised		Mus musculus	0	SC	11	MDUPHL_DAMG	11	intermediate	FALSE	13132
13132.DMG1906002		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	200	10090	16_10 B4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	16_10 B4	adult	Mouse_B4	mouse gut metagenome	mouse	p8	UBERON:feces	UBERON:feces	9680	10_16	Mouse_B	colonised		Mus musculus	low	SC	15	MDUPHL_DAMG	15	intermediate	FALSE	13132
13132.DMG1905906		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	11_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	11_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	p3	UBERON:feces	UBERON:feces	0	10_11	Mouse_C	carrier		Mus musculus	undetectable	OG	10	MDUPHL_DAMG	10	undetectable	FALSE	13132
