sample_id	sex	title	empo_1	empo_2	empo_3	host_age	latitude	taxon_id	age_units	elevation	env_biome	longitude	antibiotic	cfu_counts	host_taxid	description	env_feature	env_package	sample_type	env_material	geo_loc_name	dna_extracted	host_body_site	anonymized_name	host_life_stage	host_subject_id	scientific_name	host_common_name	day_of_experiment	host_body_habitat	host_body_product	average_cfu_counts	date_of_experiment	host_subject_id_02	phase_of_experiment	collection_timestamp	host_scientific_name	level_of_colonisation	route_abx_administration	timeline_sample_pcoa_time	physical_specimen_location	day_of_experiment_numerical	group_level_of_colonisation	physical_specimen_remaining	qiita_study_id
13132.DMG1906309		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	500	10090	31_10 A5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	31_10 A5	adult	Mouse_A5	mouse gut metagenome	mouse	p23	UBERON:feces	UBERON:feces	160	10_31	Mouse_A	colonised	11/7/19	Mus musculus	low	SC	30	MDUPHL_DAMG	30	low	FALSE	13132
13132.DMG1906267		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	28_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	33.33333333	10_28	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	27	MDUPHL_DAMG	27	low	FALSE	13132
13132.DMG1906355		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	3_11 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_11 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p26	UBERON:feces	UBERON:feces	166.6666667	11_03	Mouse_A	carrier	11/7/19	Mus musculus	undetectable	SC	33	MDUPHL_DAMG	33	low	FALSE	13132
13132.DMG1906361		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	7800	10090	3_11 D4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_11 D4	adult	Mouse_D4	mouse gut metagenome	mouse	p26	UBERON:feces	UBERON:feces	13320	11_03	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	33	MDUPHL_DAMG	33	intermediate	FALSE	13132
13132.DMG1906385		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	200	10090	5_11 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_11 D3	adult	Mouse_D3	mouse gut metagenome	mouse	p28	UBERON:feces	UBERON:feces	1960	11_05	Mouse_D	colonised	11/7/19	Mus musculus	low	SC	35	MDUPHL_DAMG	35	intermediate	FALSE	13132
13132.DMG1906321		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	31_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	31_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p23	UBERON:feces	UBERON:feces	0	10_31	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	30	MDUPHL_DAMG	30	none	FALSE	13132
13132.DMG1906315		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	108000	10090	31_10 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	31_10 D3	adult	Mouse_D3	mouse gut metagenome	mouse	p23	UBERON:feces	UBERON:feces	1384333.333	10_31	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	30	MDUPHL_DAMG	30	intermediate	FALSE	13132
13132.DMG1906271		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	29_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	29_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p21	UBERON:feces	UBERON:feces	11760	10_29	Mouse_A	colonised	11/7/19	Mus musculus	undetectable	SC	28	MDUPHL_DAMG	28	intermediate	FALSE	13132
13132.DMG1906242		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	27_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	27_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p19	UBERON:feces	UBERON:feces	0	10_27	Mouse_B	carrier	11/7/19	Mus musculus	undetectable	SC	26	MDUPHL_DAMG	26	undetectable	FALSE	13132
13132.DMG1906330		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	1723333.333	10090	1_11 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	1_11 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p24	UBERON:feces	UBERON:feces	1262444.444	11_01	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	31	MDUPHL_DAMG	31	intermediate	FALSE	13132
13132.DMG1906314		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	345000	10090	31_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	31_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	p23	UBERON:feces	UBERON:feces	1384333.333	10_31	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	30	MDUPHL_DAMG	30	intermediate	FALSE	13132
13132.DMG1906378		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	4_11 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_11 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p27	UBERON:feces	UBERON:feces	0	11_04	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	34	MDUPHL_DAMG	34	none	FALSE	13132
13132.DMG1906333		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	1_11 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	1_11 E1	adult	Mouse_E1	mouse gut metagenome	mouse	p24	UBERON:feces	UBERON:feces	33.33333333	11_01	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	31	MDUPHL_DAMG	31	low	FALSE	13132
13132.DMG1906356		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	500	10090	3_11 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_11 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p26	UBERON:feces	UBERON:feces	166.6666667	11_03	Mouse_A	carrier	11/7/19	Mus musculus	low	SC	33	MDUPHL_DAMG	33	low	FALSE	13132
13132.DMG1906332		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	44000	10090	1_11 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	1_11 D3	adult	Mouse_D3	mouse gut metagenome	mouse	p24	UBERON:feces	UBERON:feces	1262444.444	11_01	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	31	MDUPHL_DAMG	31	intermediate	FALSE	13132
13132.DMG1906300		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	30_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	30_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p22	UBERON:feces	UBERON:feces	0	10_30	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	29	MDUPHL_DAMG	29	undetectable	FALSE	13132
13132.DMG1906301		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	30_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	30_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p22	UBERON:feces	UBERON:feces	0	10_30	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	29	MDUPHL_DAMG	29	undetectable	FALSE	13132
13132.DMG1906341		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	2_11 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	2_11 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p25	UBERON:feces	UBERON:feces	80	11_02	Mouse_A	carrier	11/7/19	Mus musculus	undetectable	SC	32	MDUPHL_DAMG	32	low	FALSE	13132
13132.DMG1906270		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	28_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	0	10_28	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	27	MDUPHL_DAMG	27	none	FALSE	13132
13132.DMG1906374		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	400	10090	4_11 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_11 D3	adult	Mouse_D3	mouse gut metagenome	mouse	p27	UBERON:feces	UBERON:feces	1680	11_04	Mouse_D	colonised	11/7/19	Mus musculus	low	SC	34	MDUPHL_DAMG	34	intermediate	FALSE	13132
13132.DMG1906250		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	27_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	27_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p19	UBERON:feces	UBERON:feces	0	10_27	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	26	MDUPHL_DAMG	26	undetectable	FALSE	13132
13132.DMG1906383		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	5400	10090	5_11 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_11 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p28	UBERON:feces	UBERON:feces	1960	11_05	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	35	MDUPHL_DAMG	35	intermediate	FALSE	13132
13132.DMG1906304		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	30_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	30_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p22	UBERON:feces	UBERON:feces	0	10_30	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	29	MDUPHL_DAMG	29	none	FALSE	13132
13132.DMG1906339		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	2_11 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	2_11 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p25	UBERON:feces	UBERON:feces	80	11_02	Mouse_A	carrier	11/7/19	Mus musculus	undetectable	SC	32	MDUPHL_DAMG	32	low	FALSE	13132
13132.DMG1906334		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	1_11 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	1_11 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p24	UBERON:feces	UBERON:feces	33.33333333	11_01	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	31	MDUPHL_DAMG	31	low	FALSE	13132
13132.DMG1906381		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	100	10090	5_11 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_11 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p28	UBERON:feces	UBERON:feces	33.33333333	11_05	Mouse_A	carrier	11/7/19	Mus musculus	low	SC	35	MDUPHL_DAMG	35	low	FALSE	13132
13132.DMG1906379		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	4_11 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_11 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p27	UBERON:feces	UBERON:feces	0	11_04	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	34	MDUPHL_DAMG	34	none	FALSE	13132
13132.DMG1906261		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	28_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	0	10_28	Mouse_B	carrier	11/7/19	Mus musculus	undetectable	SC	27	MDUPHL_DAMG	27	undetectable	FALSE	13132
13132.DMG1906247		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	20300000	10090	27_10 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	27_10 D3	adult	Mouse_D3	mouse gut metagenome	mouse	p19	UBERON:feces	UBERON:feces	17611111.11	10_27	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	26	MDUPHL_DAMG	26	intermediate	FALSE	13132
13132.DMG1906326		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	100	10090	1_11 A5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	1_11 A5	adult	Mouse_A5	mouse gut metagenome	mouse	p24	UBERON:feces	UBERON:feces	40	11_01	Mouse_A	carrier	11/7/19	Mus musculus	low	SC	31	MDUPHL_DAMG	31	low	FALSE	13132
13132.DMG1906256		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	180000	10090	28_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	40360	10_28	Mouse_A	colonised	11/7/19	Mus musculus	intermediate	SC	27	MDUPHL_DAMG	27	intermediate	FALSE	13132
13132.DMG1906351		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	100	10090	2_11 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	2_11 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p25	UBERON:feces	UBERON:feces	33.33333333	11_02	Mouse_E	carrier	11/7/19	Mus musculus	low	OG	32	MDUPHL_DAMG	32	low	FALSE	13132
13132.DMG1906241		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	7000	10090	27_10 A5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	27_10 A5	adult	Mouse_A5	mouse gut metagenome	mouse	p19	UBERON:feces	UBERON:feces	33320	10_27	Mouse_A	colonised	11/7/19	Mus musculus	intermediate	SC	26	MDUPHL_DAMG	26	intermediate	FALSE	13132
13132.DMG1906336		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	1_11 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	1_11 F1	adult	Mouse_F1	mouse gut metagenome	mouse	p24	UBERON:feces	UBERON:feces	0	11_01	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	31	MDUPHL_DAMG	31	none	FALSE	13132
13132.DMG1906260		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	28_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	0	10_28	Mouse_B	carrier	11/7/19	Mus musculus	undetectable	SC	27	MDUPHL_DAMG	27	undetectable	FALSE	13132
13132.DMG1906306		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	31_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	31_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p23	UBERON:feces	UBERON:feces	160	10_31	Mouse_A	colonised	11/7/19	Mus musculus	undetectable	SC	30	MDUPHL_DAMG	30	low	FALSE	13132
13132.DMG1906286		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	29_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	29_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p21	UBERON:feces	UBERON:feces	0	10_29	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	28	MDUPHL_DAMG	28	none	FALSE	13132
13132.DMG1906255		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	17000	10090	28_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	40360	10_28	Mouse_A	colonised	11/7/19	Mus musculus	intermediate	SC	27	MDUPHL_DAMG	27	intermediate	FALSE	13132
13132.DMG1906360		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	8600	10090	3_11 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_11 D3	adult	Mouse_D3	mouse gut metagenome	mouse	p26	UBERON:feces	UBERON:feces	13320	11_03	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	33	MDUPHL_DAMG	33	intermediate	FALSE	13132
13132.DMG1906246		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	14566666.67	10090	27_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	27_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	p19	UBERON:feces	UBERON:feces	17611111.11	10_27	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	26	MDUPHL_DAMG	26	intermediate	FALSE	13132
13132.DMG1906296		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	418666.6667	10090	30_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	30_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p22	UBERON:feces	UBERON:feces	347444.4444	10_30	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	29	MDUPHL_DAMG	29	intermediate	FALSE	13132
13132.DMG1906259		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	28_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	0	10_28	Mouse_B	carrier	11/7/19	Mus musculus	undetectable	SC	27	MDUPHL_DAMG	27	undetectable	FALSE	13132
13132.DMG1906277		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	29_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	29_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p21	UBERON:feces	UBERON:feces	33.33333333	10_29	Mouse_B	carrier	11/7/19	Mus musculus	undetectable	SC	28	MDUPHL_DAMG	28	low	FALSE	13132
13132.DMG1906338		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	1_11 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	1_11 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p24	UBERON:feces	UBERON:feces	0	11_01	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	31	MDUPHL_DAMG	31	none	FALSE	13132
13132.DMG1906380		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	5_11 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_11 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p28	UBERON:feces	UBERON:feces	33.33333333	11_05	Mouse_A	carrier	11/7/19	Mus musculus	undetectable	SC	35	MDUPHL_DAMG	35	low	FALSE	13132
13132.DMG1906369		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	4_11 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_11 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p27	UBERON:feces	UBERON:feces	33.33333333	11_04	Mouse_A	carrier	11/7/19	Mus musculus	undetectable	SC	34	MDUPHL_DAMG	34	low	FALSE	13132
13132.DMG1906340		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	100	10090	2_11 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	2_11 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p25	UBERON:feces	UBERON:feces	80	11_02	Mouse_A	carrier	11/7/19	Mus musculus	low	SC	32	MDUPHL_DAMG	32	low	FALSE	13132
13132.DMG1906265		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	28_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	33.33333333	10_28	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	27	MDUPHL_DAMG	27	low	FALSE	13132
13132.DMG1906284		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	29_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	29_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p21	UBERON:feces	UBERON:feces	200	10_29	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	28	MDUPHL_DAMG	28	low	FALSE	13132
13132.DMG1906318		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	31_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	31_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p23	UBERON:feces	UBERON:feces	0	10_31	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	30	MDUPHL_DAMG	30	undetectable	FALSE	13132
13132.DMG1906372		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	3600	10090	4_11 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_11 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p27	UBERON:feces	UBERON:feces	1680	11_04	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	34	MDUPHL_DAMG	34	intermediate	FALSE	13132
13132.DMG1906249		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	27_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	27_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p19	UBERON:feces	UBERON:feces	0	10_27	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	26	MDUPHL_DAMG	26	undetectable	FALSE	13132
13132.DMG1906276		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	100	10090	29_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	29_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p21	UBERON:feces	UBERON:feces	33.33333333	10_29	Mouse_B	carrier	11/7/19	Mus musculus	low	SC	28	MDUPHL_DAMG	28	low	FALSE	13132
13132.DMG1906283		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	400	10090	29_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	29_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p21	UBERON:feces	UBERON:feces	200	10_29	Mouse_E	carrier	11/7/19	Mus musculus	low	OG	28	MDUPHL_DAMG	28	low	FALSE	13132
13132.DMG1906320		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	31_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	31_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p23	UBERON:feces	UBERON:feces	0	10_31	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	30	MDUPHL_DAMG	30	none	FALSE	13132
