sample_id	sex	title	empo_1	empo_2	empo_3	host_age	latitude	taxon_id	age_units	elevation	env_biome	longitude	antibiotic	cfu_counts	host_taxid	description	env_feature	env_package	sample_type	env_material	geo_loc_name	dna_extracted	host_body_site	anonymized_name	host_life_stage	host_subject_id	scientific_name	host_common_name	day_of_experiment	host_body_habitat	host_body_product	average_cfu_counts	date_of_experiment	host_subject_id_02	phase_of_experiment	host_scientific_name	level_of_colonisation	route_abx_administration	timeline_sample_pcoa_time	physical_specimen_location	day_of_experiment_numerical	group_level_of_colonisation	physical_specimen_remaining	qiita_study_id
13132.DMG1905834		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	7_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_C	antibiotic	Mus musculus	0	OG	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905835		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	7_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_C	antibiotic	Mus musculus	0	OG	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905836		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	7_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_C	antibiotic	Mus musculus	0	OG	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905837		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	7_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_D	antibiotic	Mus musculus	0	SC	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905838		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	7_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_D	antibiotic	Mus musculus	0	SC	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905839		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	7_10 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 D3	adult	Mouse_D3	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_D	antibiotic	Mus musculus	0	SC	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905840		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	7_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_E	antibiotic	Mus musculus	0	OG	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905841		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	7_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_E	antibiotic	Mus musculus	0	OG	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905842		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	7_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_E	antibiotic	Mus musculus	0	OG	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905843		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	7_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_F	control	Mus musculus	0	Not applicable	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905844		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	7_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_F	control	Mus musculus	0	Not applicable	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905845		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	7_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_F	control	Mus musculus	0	Not applicable	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905846		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	8_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_A	wean off	Mus musculus	0	SC	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1905847		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	8_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_A	wean off	Mus musculus	0	SC	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1905848		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	8_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_A	wean off	Mus musculus	0	SC	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1905849		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	8_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	8_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p0	UBERON:feces	UBERON:feces	0	10_08	Mouse_B	wean off	Mus musculus	0	SC	7	MDUPHL_DAMG	7	0	FALSE	13132
13132.DMG1905935		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	12_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	12_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	p4	UBERON:feces	UBERON:feces	0	10_12	Mouse_F	control	Mus musculus	none	Not applicable	11	MDUPHL_DAMG	11	none	FALSE	13132
13132.DMG1905936		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	12_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	12_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p4	UBERON:feces	UBERON:feces	0	10_12	Mouse_F	control	Mus musculus	none	Not applicable	11	MDUPHL_DAMG	11	none	FALSE	13132
13132.DMG1905937		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	12_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	12_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p4	UBERON:feces	UBERON:feces	0	10_12	Mouse_F	control	Mus musculus	none	Not applicable	11	MDUPHL_DAMG	11	none	FALSE	13132
13132.DMG1905941		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	315000	10090	13_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	13_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p5	UBERON:feces	UBERON:feces	553666.6667	10_13	Mouse_B	colonised	Mus musculus	intermediate	SC	12	MDUPHL_DAMG	12	intermediate	FALSE	13132
13132.DMG1905942		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	91000	10090	13_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	13_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p5	UBERON:feces	UBERON:feces	553666.6667	10_13	Mouse_B	colonised	Mus musculus	intermediate	SC	12	MDUPHL_DAMG	12	intermediate	FALSE	13132
13132.DMG1905943		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	1255000	10090	13_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	13_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p5	UBERON:feces	UBERON:feces	553666.6667	10_13	Mouse_B	colonised	Mus musculus	intermediate	SC	12	MDUPHL_DAMG	12	intermediate	FALSE	13132
13132.DMG1905944		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	13_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	13_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	p5	UBERON:feces	UBERON:feces	0	10_13	Mouse_C	carrier	Mus musculus	undetectable	OG	12	MDUPHL_DAMG	12	undetectable	FALSE	13132
13132.DMG1905945		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	13_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	13_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	p5	UBERON:feces	UBERON:feces	0	10_13	Mouse_C	carrier	Mus musculus	undetectable	OG	12	MDUPHL_DAMG	12	undetectable	FALSE	13132
13132.DMG1905946		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	13_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	13_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	p5	UBERON:feces	UBERON:feces	0	10_13	Mouse_C	carrier	Mus musculus	undetectable	OG	12	MDUPHL_DAMG	12	undetectable	FALSE	13132
